#OTU ID,19.0,20.0,19.0 C,20.0 C
Bacteria;Omnitrophicaeota;uncultured Verrucomicrobia bacterium;uncultured Verrucomicrobia bacterium;uncultured Verrucomicrobia bacterium;uncultured Verrucomicrobia bacterium;uncultured Verrucomicrobia bacterium,0,0,0,0
Bacteria;Omnitrophicaeota;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Omnitrophicaeota;uncultured organism;uncultured organism;uncultured organism;uncultured organism;uncultured organism,0,0,0,0
Bacteria;Omnitrophicaeota;uncultured planctomycete;uncultured planctomycete;uncultured planctomycete;uncultured planctomycete;uncultured planctomycete,0,0,0,0
Bacteria;Omnitrophicaeota,0,0,7,0
Bacteria;Patescibacteria;Microgenomatia;Candidatus Gottesmanbacteria;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;uncultured candidate division WS5 bacterium;uncultured candidate division WS5 bacterium;uncultured candidate division WS5 bacterium,0,0,11,0
Bacteria;Patescibacteria;WWE3;uncultured candidate division WWE3 bacterium;uncultured candidate division WWE3 bacterium;uncultured candidate division WWE3 bacterium;uncultured candidate division WWE3 bacterium,0,0,0,0
Bacteria;Patescibacteria;WWE3,0,0,0,0
Bacteria;Planctomycetes;BD7-11;uncultured planctomycete;uncultured planctomycete;uncultured planctomycete;uncultured planctomycete,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;GWC2-45-44;Ambiguous_taxa;Ambiguous_taxa,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;KCLunmb-38-53;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;uncultured planctomycete;uncultured planctomycete,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;uncultured planctomycete;uncultured planctomycete,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,3,0,3,0
Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;Ambiguous_taxa,3,0,19,0
Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured bacterium,0,7,12,140
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Candidatus Anammoximicrobium;uncultured bacterium,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula;Ambiguous_taxa,0,0,449,24
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;Ambiguous_taxa,104,8,401,36
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;uncultured bacterium,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured,46,0,123,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;uncultured;uncultured bacterium,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Schlesneriaceae;Planctopirus;Ambiguous_taxa,0,0,43,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;uncultured,0,14,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;Ambiguous_taxa,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Azospirillum;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Niveispirillum;Ambiguous_taxa,13,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Ambiguous_taxa,65,0,438,179
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Ambiguous_taxa,47,0,22,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium,15,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;uncultured;uncultured bacterium,0,0,15,0
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;uncultured;uncultured bacterium;uncultured bacterium,13,3,2,0
Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;uncultured,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea;Ambiguous_taxa,0,0,11,9
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;alphaI cluster;uncultured bacterium,0,0,28,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae,19,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;Ambiguous_taxa,9,0,8,6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia,8,0,15,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;uncultured bacterium,0,0,18,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;uncultured Rhizobium sp.,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;uncultured bacterium,29,0,39,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0,0,91,56
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Phreatobacter;uncultured bacterium,0,0,5,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;uncultured,6,0,30,6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Ancylobacter;Ambiguous_taxa,0,0,5,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudoxanthobacter;Ambiguous_taxa,0,4,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;Ambiguous_taxa,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Xanthobacter;Ambiguous_taxa,0,0,14,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;uncultured bacterium,12,0,17,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter,6,0,102,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,27,69,0,4
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Magnetospirillum;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Magnetospirillum,27,0,4,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;uncultured bacterium;uncultured bacterium,9,0,0,40
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1;uncultured bacterium;uncultured bacterium,2,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;metagenome;metagenome,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;unidentified proteobacterium;unidentified proteobacterium,0,2,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured;uncultured bacterium,0,16,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;uncultured;uncultured bacterium;uncultured bacterium,16,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;uncultured,5,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;uncultured bacterium;uncultured bacterium,396,4,21,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Ambiguous_taxa,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,222,8,136,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Porphyrobacter,8,0,43,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Ambiguous_taxa,117,0,31,27
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium,0,0,5,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas,68,0,32,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;uncultured bacterium,80,39,4,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,33,4,3,0
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;uncultured bacterium;uncultured bacterium,0,11,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;uncultured;uncultured bacterium,0,11,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;metagenome,0,0,5,0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium,8,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured bacterium;uncultured bacterium;uncultured bacterium,7,0,3,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans,0,9,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;uncultured,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa;uncultured bacterium,6,29,14,11668
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa,0,0,0,116
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB2;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;uncultured bacterium,0,2,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;NKB15;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium;uncultured bacterium,5,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Oligoflexus;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;Oligoflexus,0,0,4,0
Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured;uncultured bacterium,8,0,128,3
Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;uncultured delta proteobacterium;uncultured delta proteobacterium;uncultured delta proteobacterium,0,2,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;uncultured bacterium,6,8,23,0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfomonile;uncultured bacterium,0,0,8,10
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;uncultured bacterium,11,68,18,7
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera,12,0,110,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Aquabacterium;uncultured bacterium,51,10,62,18
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Aquabacterium,59,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Comamonas,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Delftia,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;GKS98 freshwater group,19,31,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Hydrogenophaga;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Hydrogenophaga,197,0,18,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Limnohabitans,201,263,0,17
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;MWH-UniP1 aquatic group;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Polaromonas,142,193,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Polynucleobacter;Ambiguous_taxa,0,192,0,10
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Polynucleobacter;uncultured bacterium,155,14,14,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Polynucleobacter,44,11,0,28
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Rhizobacter,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Rhodoferax,187,1000,7,151
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae,236,394,295,47
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Hydrogenophilaceae;uncultured;uncultured bacterium,0,492,0,18
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae;Candidatus Methylopumilus;uncultured bacterium,138,43,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae;uncultured;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Ferribacterium;uncultured bacterium,910,33,166,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Methyloversatilis;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;T34;uncultured bacterium;uncultured bacterium,0,0,36,0
Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;TRA3-20,4,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Chromatium;uncultured bacterium,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocystis;uncultured bacterium,22,17,82,58
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;uncultured;uncultured bacterium,0,0,0,25
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae,0,0,27,921
Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;Ambiguous_taxa,11,0,159,24
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;Ambiguous_taxa,0,0,0,11
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;uncultured bacterium,20,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;uncultured bacterium,0,0,16,10
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonaceae;Crenothrix;uncultured bacterium,0,0,0,10
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;uncultured bacterium,13,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus,5,0,56,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0,0,66,90
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Aquimonas;uncultured bacterium,0,0,26,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas,0,0,0,0
Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;Leptospira biflexa,20,0,0,0
Bacteria;Spirochaetes;MVP-15;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;uncultured bacterium,0,8,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;uncultured bacterium,0,5,0,6
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;uncultured;Ambiguous_taxa,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;uncultured;uncultured prokaryote,0,0,0,26
Bacteria;TA06;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium;uncultured soil bacterium,4,0,8,0
Bacteria;Tenericutes;Mollicutes;EUB33-2;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,27,0,3
Bacteria;Tenericutes;Mollicutes;Izimaplasmatales;Izimaplasmataceae;uncultured bacterium;uncultured bacterium,0,19,0,3
Bacteria;Tenericutes;Mollicutes,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;LD29;uncultured bacterium,46,0,20,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;uncultured bacterium,8,0,16,4
Bacteria;Verrucomicrobia;Verrucomicrobiae;LD1-PB3;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;uncultured;Ambiguous_taxa,35,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Opitutaceae;IMCC26134,20,0,8,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera,0,12,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Opitutaceae,0,42,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae,13,0,15,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;Ambiguous_taxa;Ambiguous_taxa,0,0,11,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;uncultured bacterium,9,0,8,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter,0,0,9,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;uncultured bacterium,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter,0,2,0,2
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;uncultured;uncultured bacterium,0,0,0,3
Bacteria;Verrucomicrobia;Verrucomicrobiae;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium,8,0,0,0
Bacteria;WS1;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa,0,0,0,0
Bacteria;WS1;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria;WS4;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium,0,0,0,0
Bacteria,12,21,14415,348
Unassigned,0,0,0,0
